Symbol,Ask,Bid,Range,AskSize,BidSize,Volume,LastTradeSize,LastTradeWithTime,Name
"ALTS",38.62,38.21,"38.45 - 38.61",900,1000,6373,1100,"4:00pm - <b>38.61</b>","ProShares Morningstar Alternati"
"BATS",30.30,30.29,"30.03 - 32.00",700,200,4333518,200,"4:00pm - <b>30.33</b>","BATS Global Markets, Inc. Commo"
"BEMO",25.25,25.21,"25.23 - 25.26",1700,5500,3004,100,"4:00pm - <b>25.23</b>","Aptus Behavioral Momentum ETF"
"CEMB",52.12,50.80,"50.81 - 50.99",100,4000,5425,100,"4:00pm - <b>50.90</b>","iShares Emerging Markets Corpor"
"CNDF",25.46,25.39,N/A,1500,1100,202,100,"4:00pm - <b>25.79</b>","iShares Edge MSCI Multifactor C"
"CNSF",24.9100,24.8500,"24.8401 - 24.8401",2500,2500,880,100,"4:00pm - <b>24.8401</b>","iShares Edge MSCI Multifactor C"
"CNYA",25.67,25.48,"25.64 - 25.68",1000,600,1900,100,"4:00pm - <b>25.68</b>","iShares MSCI China A ETF"
"CSM",52.56,52.48,"52.53 - 52.75",5300,4400,13689,200,"4:00pm - <b>52.56</b>","ProShares Large Cap Core Plus"
"DDEZ",24.550,24.400,N/A,1000,4500,200,100,"4:00pm - <b>24.895</b>","WisdomTree Dynamic Currency Hed"
"DDJP",24.1200,24.0900,N/A,1000,500,200,100,"4:00pm - <b>24.8099</b>","WisdomTree Dynamic Currency Hed"
"DDLS",25.880,25.850,N/A,1000,500,200,100,"4:00pm - <b>25.335</b>","WisdomTree Dynamic Currency Hed"
"DDWM",25.70,25.66,"25.66 - 25.87",1000,1000,13947,500,"4:00pm - <b>25.70</b>","WisdomTree Dynamic Currency Hed"
"DEFA",24.110,24.080,N/A,1000,500,200,100,"4:00pm - <b>24.437</b>","iShares Adaptive Currency Hedge"
"DEWJ",23.45,23.42,N/A,1000,500,200,100,"4:00pm - <b>23.15</b>","iShares Adaptive Currency Hedge"
"DEZU",23.07,23.04,N/A,500,1000,200,100,"4:00pm - <b>22.55</b>","iShares Adaptive Currency Hedge"
"DFND",22.71,22.65,N/A,2000,400,200,100,"4:00pm - <b>22.83</b>","Realty Shares DIVCON Dividend D"
"DVEM",26.99,26.95,"27.23 - 27.23",1000,1000,369,100,"4:00pm - <b>27.23</b>","WisdomTree Emerging Markets Div"
"DYB",24.75,24.70,N/A,3500,3200,739,100,"4:00pm - <b>24.74</b>","WisdomTree Dynamic Bearish U.S."
"DYLS",27.74,27.73,"27.72 - 27.79",6400,1800,11623,100,"4:00pm - <b>27.72</b>","WisdomTree Dynamic Long/Short U"
