Symbol,Ask,Bid,Range,AskSize,BidSize,Volume,LastTradeSize,LastTradeWithTime,Name
"ALTS",38.620,38.210,"38.450 - 38.610",900,1000,4961,250,"2:43pm - <b>38.591</b>","ProShares Morningstar Alternati"
"BATS",30.50,30.47,"30.03 - 32.00",200,700,3362062,100,"2:54pm - <b>30.50</b>","BATS Global Markets, Inc. Commo"
"BEMO",25.3000,25.1500,N/A,700,600,200,N/A,"4:00pm - <b>25.3568</b>","Aptus Behavioral Momentum ETF"
"CEMB",52.120,50.800,"50.810 - 50.990",100,4000,4646,400,"10:23am - <b>50.985</b>","iShares Emerging Markets Corpor"
"CNDF",25.45,25.39,N/A,1500,1600,102,N/A,"4:00pm - <b>25.20</b>","iShares Edge MSCI Multifactor C"
"CNSF",24.9100,24.8500,"24.8401 - 24.8401",2500,2500,480,300,"11:16am - <b>24.8401</b>","iShares Edge MSCI Multifactor C"
"CNYA",25.67,25.62,"25.64 - 25.64",1000,500,1700,100,"1:59pm - <b>25.68</b>","iShares MSCI China A ETF"
"CSM",52.5900,52.5400,"52.5400 - 52.7529",5100,3200,10424,135,"2:53pm - <b>52.5617</b>","ProShares Large Cap Core Plus"
"DDEZ",24.550,24.520,N/A,500,1000,100,N/A,"4:00pm - <b>24.895</b>","WisdomTree Dynamic Currency Hed"
"DDJP",24.0800,24.0500,N/A,500,1000,100,N/A,"4:00pm - <b>24.8099</b>","WisdomTree Dynamic Currency Hed"
"DDLS",25.89,25.86,N/A,500,1000,100,N/A,"4:00pm - <b>25.33</b>","WisdomTree Dynamic Currency Hed"
"DDWM",25.69,25.65,"25.69 - 25.87",500,500,11458,100,"12:56pm - <b>25.71</b>","WisdomTree Dynamic Currency Hed"
"DEFA",24.110,24.080,N/A,500,1000,100,N/A,"4:00pm - <b>24.437</b>","iShares Adaptive Currency Hedge"
"DEWJ",23.49,23.40,N/A,3500,1000,100,N/A,"4:00pm - <b>23.15</b>","iShares Adaptive Currency Hedge"
"DEZU",23.07,23.04,N/A,1000,500,100,N/A,"4:00pm - <b>22.55</b>","iShares Adaptive Currency Hedge"
