Symbol,Ask,Bid,Range,AskSize,BidSize,Volume,LastTradeSize,LastTradeWithTime,Name
"AAAP",38.75,38.61,"37.87 - 38.75",200,100,25404,180,"2:48pm - <b>38.75</b>","Advanced Accelerator Applicatio"
"AAL",35.04,35.03,"34.86 - 35.55",700,700,4923461,100,"2:55pm - <b>35.03</b>","American Airlines Group, Inc."
"AAME",3.42,3.39,"3.31 - 3.43",100,100,3135,100,"2:33pm - <b>3.42</b>","Atlantic American Corporation"
"AAOI",21.08,21.06,"20.85 - 21.60",100,500,318191,100,"2:53pm - <b>21.07</b>","Applied Optoelectronics, Inc."
"AAON",28.170,28.110,"27.870 - 28.420",300,200,51433,100,"2:55pm - <b>28.135</b>","AAON, Inc."
"AAPC",10.45,10.44,"10.44 - 10.44",900,500,500,100,"9:59am - <b>10.44</b>","Atlantic Alliance Partnership C"
"AAPL",112.92,112.91,"111.55 - 113.39",900,700,21584091,100,"2:55pm - <b>112.90</b>","Apple Inc."
"AAWW",40.20,40.16,"39.76 - 40.53",100,500,123773,100,"2:55pm - <b>40.20</b>","Atlas Air Worldwide Holdings"
"AAXJ",59.93,59.92,"59.87 - 60.21",10000,1200,463947,100,"2:55pm - <b>59.92</b>","iShares MSCI All Country Asia e"
"ABAC",2.14,2.03,"2.02 - 2.13",100,300,9152,100,"2:35pm - <b>2.12</b>","Aoxin Tianli Group, Inc."
"ABAX",50.92,50.86,"50.81 - 51.63",100,100,47696,100,"2:54pm - <b>50.86</b>","ABAXIS, Inc."
"ABCB",35.00,34.99,"34.90 - 35.49",200,400,47424,100,"2:53pm - <b>34.97</b>","Ameris Bancorp"
"ABCD",5.51,5.50,"5.47 - 5.71",100,100,3913,100,"2:41pm - <b>5.49</b>","Cambium Learning Group, Inc."
"ABCO",43.6000,43.5600,"42.5500 - 43.8400",200,100,146724,103,"2:55pm - <b>43.5808</b>","The Advisory Board Company"
"ABDC",13.18,13.12,"13.09 - 13.21",300,100,66736,100,"2:55pm - <b>13.15</b>","Alcentra Capital Corp."
"ABEO",6.09,6.08,"6.04 - 6.37",300,700,211885,100,"2:55pm - <b>6.09</b>","Abeona Therapeutics Inc."
"ABEOW",3.85,3.12,"2.45 - 4.00",1000,100,4667,100,"12:39pm - <b>3.75</b>","Abeona Therapeutics Inc."
"ABIL",3.8800,3.7600,"3.7111 - 3.9000",700,100,3465,1500,"12:26pm - <b>3.7111</b>","Ability Inc."
"ABIO",2.9000,2.8300,"2.8400 - 2.9200",300,200,10644,100,"1:55pm - <b>2.8655</b>","ARCA biopharma, Inc."
"ABMD",127.02,126.92,"122.26 - 127.22",300,200,276551,100,"2:54pm - <b>126.95</b>","ABIOMED, Inc."
"ABTL",16.70,16.66,"16.65 - 16.98",200,200,21253,100,"2:35pm - <b>16.70</b>","Autobytel Inc."
"ABTX",26.08,26.00,"26.00 - 26.26",100,600,24418,100,"2:51pm - <b>26.01</b>","Allegiance Bancshares, Inc."
