Symbol,Ask,Bid,Range,AskSize,BidSize,Volume,LastTradeSize,LastTradeWithTime,Name
"CLIR",5.94,5.90,"5.78 - 6.00",100,900,37526,100,"2:54pm - <b>5.90</b>","ClearSign Combustion Corporatio"
"CLLS",25.19,25.06,"25.09 - 25.74",100,200,58629,100,"2:50pm - <b>25.21</b>","Cellectis S.A."
"CLMS",6.82,6.79,"6.79 - 6.99",200,16300,51126,100,"2:56pm - <b>6.79</b>","Calamos Asset Management, Inc."
"CLMT",5.07,5.05,"5.06 - 5.24",300,1000,198027,200,"2:57pm - <b>5.07</b>","Calumet Specialty Products Part"
"CLNE",4.43,4.42,"4.29 - 4.50",1600,4200,1561311,100,"2:57pm - <b>4.43</b>","Clean Energy Fuels Corp."
"CLNT",1.010,1.000,"1.009 - 1.020",800,1600,3430,100,"1:00pm - <b>1.009</b>","Cleantech Solutions Internation"
"CLRB",2.66,2.65,"2.63 - 2.85",200,12500,104564,100,"2:52pm - <b>2.66</b>","Cellectar Biosciences, Inc."
"CLRBW",0.2900,0.2600,N/A,100,400,26,N/A,"12:47pm - <b>0.2632</b>","Cellectar Biosciences, Inc."
"CLRBZ",0.84,0.41,N/A,6500,100,0,N/A,"4:10pm - <b>0.55</b>","Cellectar Biosciences, Inc."
"CLRO",11.24,11.16,"11.19 - 11.25",600,100,19013,100,"2:44pm - <b>11.24</b>","ClearOne, Inc."
"CLSD",14.770,14.620,"14.100 - 16.790",100,200,170832,100,"2:55pm - <b>14.695</b>","Clearside Biomedical, Inc."
"CLSN",1.2500,1.2400,"1.2400 - 1.2800",500,300,48252,588,"2:55pm - <b>1.2429</b>","Celsion Corporation"
"CLUB",3.1900,3.1700,"3.1500 - 3.2000",200,200,4933,150,"2:34pm - <b>3.1899</b>","Town Sports International Holdi"
"CLVS",36.52,36.48,"36.06 - 37.49",800,300,2063994,100,"2:57pm - <b>36.50</b>","Clovis Oncology, Inc."
"CLWT",3.0300,2.9700,"2.9000 - 3.0900",300,100,20781,100,"2:41pm - <b>2.9501</b>","Euro Tech Holdings Company Limi"
"CMCO",17.49,17.45,"17.20 - 17.47",100,200,10629,100,"2:56pm - <b>17.47</b>","Columbus McKinnon Corporation"
"CMCSA",65.750,65.740,"65.700 - 67.250",2200,2600,4948488,100,"2:57pm - <b>65.745</b>","Comcast Corporation"
"CMCT",15.79,15.49,"15.16 - 15.60",100,100,2409,100,"2:41pm - <b>15.49</b>","CIM Commercial Trust Corporatio"
"CME",105.33,105.30,"105.03 - 106.18",100,500,807599,100,"2:56pm - <b>105.32</b>","CME Group Inc."
"CMFN",9.25,9.10,"9.10 - 9.23",100,300,8592,100,"2:50pm - <b>9.10</b>","CM Finance Inc"
"CMLS",0.3181,0.3150,"0.3150 - 0.3380",1000,15000,118232,100,"2:55pm - <b>0.3182</b>","Cumulus Media Inc."
"CMPR",102.32,102.19,"99.61 - 102.32",300,100,95838,100,"2:50pm - <b>102.25</b>","Cimpress N.V"
