Symbol,Ask,Bid,Range,AskSize,BidSize,Volume,LastTradeSize,LastTradeWithTime,Name
"KIQ",1.00,0.99,"0.97 - 1.00",500,600,35425,300,"3:11pm - <b>0.97</b>","Kelso Technologies Inc Ordinary"
"KLDX",5.46,5.45,"5.43 - 5.74",100,1500,228136,100,"3:57pm - <b>5.46</b>","Klondex Mines Ltd. Common Stock"
"LAQ",21.05,20.69,"20.84 - 21.12",200,300,2396,100,"3:57pm - <b>20.85</b>","Aberdeen Latin America Equity F"
"LBY",17.35,17.31,"17.03 - 17.46",300,200,26359,100,"3:57pm - <b>17.30</b>","Libbey, Inc. Common Stock"
"LEI",3.45,3.43,"3.40 - 3.49",1000,900,14945,100,"3:56pm - <b>3.40</b>","Lucas Energy, Inc. Common Stock"
"LEU",3.80,3.73,"3.70 - 3.81",100,200,8817,100,"3:57pm - <b>3.79</b>","Centrus Energy Corp. Class A Co"
"LGL",4.25,3.86,N/A,100,100,59,N/A,"3:59pm - <b>4.05</b>","LGL Group, Inc. (The) Common St"
"LIQT",0.810,0.780,"0.790 - 0.808",100,300,1800,100,"10:13am - <b>0.808</b>","LiqTech International, Inc. Com"
"LNG",42.930,42.920,"42.560 - 44.040",500,400,1383913,100,"3:57pm - <b>42.935</b>","Cheniere Energy, Inc. Common St"
"LODE",0.3565,0.3561,"0.3560 - 0.3699",400,1300,245330,100,"3:56pm - <b>0.3561</b>","Comstock Mining, Inc. Common St"
"LOV",1.65,1.63,"1.63 - 1.69",1100,1600,30629,100,"3:56pm - <b>1.68</b>","Spark Networks, Inc. Common Sto"
"LTS",2.20,2.19,"2.09 - 2.22",900,500,113408,100,"3:56pm - <b>2.19</b>","Ladenburg Thalmann Financial Se"
"LTS-A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"MAB",15.1900,15.1400,"15.1900 - 15.3200",100,500,541,341,"3:08pm - <b>15.2999</b>","Eaton Vance Massachusetts Munic"
