Symbol,Ask,Bid,Range,AskSize,BidSize,Volume,LastTradeSize,LastTradeWithTime,Name
"KIQ",0.999,0.990,"0.970 - 0.999",500,600,35125,300,"2:39pm - <b>0.979</b>","Kelso Technologies Inc Ordinary"
"KLDX",5.47,5.45,"5.43 - 5.74",1300,300,205852,100,"3:10pm - <b>5.45</b>","Klondex Mines Ltd. Common Stock"
"LAQ",21.050,20.900,"20.880 - 21.120",800,500,1856,500,"3:08pm - <b>20.936</b>","Aberdeen Latin America Equity F"
"LBY",17.37,17.32,"17.03 - 17.46",100,100,16084,100,"3:07pm - <b>17.37</b>","Libbey, Inc. Common Stock"
"LEI",3.44,3.43,"3.40 - 3.49",100,100,11799,100,"2:27pm - <b>3.45</b>","Lucas Energy, Inc. Common Stock"
"LEU",3.78,3.74,"3.70 - 3.81",500,200,8234,100,"3:09pm - <b>3.81</b>","Centrus Energy Corp. Class A Co"
"LGL",4.25,3.86,N/A,100,100,57,N/A,"3:59pm - <b>4.05</b>","LGL Group, Inc. (The) Common St"
"LIQT",0.810,0.780,"0.790 - 0.808",100,300,1800,100,"10:13am - <b>0.808</b>","LiqTech International, Inc. Com"
"LNG",42.86,42.84,"42.56 - 44.04",500,400,1080313,100,"3:11pm - <b>42.82</b>","Cheniere Energy, Inc. Common St"
"LODE",0.36,0.36,"0.36 - 0.37",100,100,195402,500,"3:09pm - <b>0.36</b>","Comstock Mining, Inc. Common St"
"LOV",1.6500,1.6300,"1.6300 - 1.6900",1100,1600,29629,2000,"3:08pm - <b>1.6682</b>","Spark Networks, Inc. Common Sto"
"LTS",2.20,2.19,"2.09 - 2.22",400,700,107799,100,"3:08pm - <b>2.19</b>","Ladenburg Thalmann Financial Se"
"LTS-A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"MAB",15.1900,15.1400,"15.1900 - 15.3200",100,500,541,341,"3:08pm - <b>15.2999</b>","Eaton Vance Massachusetts Munic"
"MAG",15.41,15.38,"15.37 - 16.35",500,600,91439,100,"3:05pm - <b>15.40</b>","MAG Silver Corporation Ordinary"
"MCF",9.030,9.010,"9.000 - 9.340",200,300,54361,100,"3:10pm - <b>9.045</b>","Contango Oil & Gas Company Comm"
"MCZ",0.2200,0.2181,"0.2100 - 0.2305",400,200,123656,100,"3:06pm - <b>0.2169</b>","Mad Catz Interactive Inc Common"
"MDGN",5.510,5.500,"5.390 - 5.580",900,100,60221,100,"3:07pm - <b>5.505</b>","Medgenics, Inc. Common Stock"
"MGH",0.29,0.28,"0.28 - 0.29",500,7000,126141,2700,"3:00pm - <b>0.28</b>","Minco Gold Corporation Common S"
"MGT",2.05,2.04,"1.97 - 2.28",2200,100,1228961,1000,"3:11pm - <b>2.03</b>","MGT Capital Investments Inc Com"
"MHE",14.740,14.600,"14.628 - 14.628",600,200,896,896,"2:14pm - <b>14.628</b>","BlackRock Massachusetts Tax-Exe"
"MHH",7.75,7.55,"7.61 - 7.75",1500,2000,600,200,"10:40am - <b>7.71</b>","Mastech Digital, Inc Common Sto"
"MIW",15.510,N/A,N/A,800,N/A,0,N/A,"11:44am - <b>15.419</b>","Eaton Vance Michigan Municipal "
"MJCO",4.9600,4.8600,"4.8600 - 5.0000",200,300,3030,766,"3:02pm - <b>4.8601</b>","Majesco Common Stock"
"MLSS",2.00,1.99,"1.98 - 2.11",2900,1000,16462,100,"2:58pm - <b>2.00</b>","Milestone Scientific, Inc. Comm"
"MMV",15.15,N/A,"15.13 - 15.13",900,N/A,384,147,"11:07am - <b>15.13</b>","Eaton Vance Massachusetts Munic"
"MOC",N/A,N/A,"2.80 - 2.82",N/A,N/A,664,100,"10:29am - <b>2.81</b>","Command Security Corporation Co"
"MSN",1.0600,1.0200,"1.0301 - 1.0700",100,500,5485,936,"2:37pm - <b>1.0599</b>","Emerson Radio Corporation Commo"
