Symbol,Ask,Bid,Range,AskSize,BidSize,Volume,LastTradeSize,LastTradeWithTime,Name
"KIQ",1.00,0.99,"0.97 - 1.00",500,600,35425,300,"3:11pm - <b>0.97</b>","Kelso Technologies Inc Ordinary"
"KLDX",5.46,5.45,"5.43 - 5.74",100,1500,220890,100,"3:51pm - <b>5.46</b>","Klondex Mines Ltd. Common Stock"
"LAQ",21.050,20.900,"20.880 - 21.120",800,500,1856,500,"3:08pm - <b>20.936</b>","Aberdeen Latin America Equity F"
"LBY",17.3500,17.3100,"17.0300 - 17.4600",300,200,22857,100,"3:50pm - <b>17.3375</b>","Libbey, Inc. Common Stock"
"LEI",3.45,3.43,"3.40 - 3.49",1000,900,13585,120,"3:43pm - <b>3.45</b>","Lucas Energy, Inc. Common Stock"
"LEU",3.780,3.740,"3.700 - 3.810",500,200,8617,283,"3:35pm - <b>3.774</b>","Centrus Energy Corp. Class A Co"
"LGL",4.25,3.86,N/A,100,100,59,N/A,"3:59pm - <b>4.05</b>","LGL Group, Inc. (The) Common St"
"LIQT",0.810,0.780,"0.790 - 0.808",100,300,1800,100,"10:13am - <b>0.808</b>","LiqTech International, Inc. Com"
"LNG",42.97,42.96,"42.56 - 44.04",300,500,1329268,100,"3:51pm - <b>42.98</b>","Cheniere Energy, Inc. Common St"
"LODE",0.3565,0.3561,"0.3560 - 0.3699",400,1300,221497,100,"3:50pm - <b>0.3561</b>","Comstock Mining, Inc. Common St"
"LOV",1.65,1.63,"1.63 - 1.69",1100,1600,30129,100,"3:33pm - <b>1.66</b>","Spark Networks, Inc. Common Sto"
"LTS",2.200,2.190,"2.090 - 2.220",500,600,112231,200,"3:50pm - <b>2.195</b>","Ladenburg Thalmann Financial Se"
"LTS-A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"MAB",15.1900,15.1400,"15.1900 - 15.3200",100,500,541,341,"3:08pm - <b>15.2999</b>","Eaton Vance Massachusetts Munic"
"MAG",15.45,15.43,"15.37 - 16.35",200,1100,100299,100,"3:50pm - <b>15.41</b>","MAG Silver Corporation Ordinary"
"MCF",9.100,9.070,"9.000 - 9.340",500,300,63049,1700,"3:51pm - <b>9.073</b>","Contango Oil & Gas Company Comm"
"MCZ",0.220,0.218,"0.210 - 0.230",400,200,155261,1000,"3:49pm - <b>0.215</b>","Mad Catz Interactive Inc Common"
"MDGN",5.58,5.55,"5.39 - 5.60",200,200,84748,100,"3:51pm - <b>5.55</b>","Medgenics, Inc. Common Stock"
"MGH",0.2862,0.2800,"0.2752 - 0.2899",500,7000,128332,1400,"3:31pm - <b>0.2851</b>","Minco Gold Corporation Common S"
"MGT",2.04,2.03,"1.97 - 2.28",2900,20700,1335717,700,"3:51pm - <b>2.04</b>","MGT Capital Investments Inc Com"
"MHE",14.740,14.590,"14.628 - 14.628",600,200,896,896,"2:14pm - <b>14.628</b>","BlackRock Massachusetts Tax-Exe"
"MHH",7.75,7.55,"7.61 - 7.75",1500,2000,600,200,"10:40am - <b>7.71</b>","Mastech Digital, Inc Common Sto"
"MIW",15.510,N/A,N/A,800,N/A,0,N/A,"11:44am - <b>15.419</b>","Eaton Vance Michigan Municipal "
"MJCO",4.91,4.86,"4.86 - 5.00",200,400,3692,100,"3:51pm - <b>4.91</b>","Majesco Common Stock"
"MLSS",2.05,2.01,"1.98 - 2.11",2700,100,21262,100,"3:28pm - <b>2.05</b>","Milestone Scientific, Inc. Comm"
"MMV",15.12,14.88,"15.13 - 15.13",800,100,384,147,"11:07am - <b>15.13</b>","Eaton Vance Massachusetts Munic"
"MOC",N/A,N/A,"2.800 - 2.820",N/A,N/A,1164,500,"3:41pm - <b>2.808</b>","Command Security Corporation Co"
"MSN",1.06,1.02,"1.03 - 1.07",100,500,5885,100,"3:39pm - <b>1.03</b>","Emerson Radio Corporation Commo"
"MSTX",0.1249,0.1241,"0.1150 - 0.1370",100,100,24216185,100,"3:50pm - <b>0.1241</b>","Mast Therapeutics, Inc. Common "
"MVF",10.63,10.59,"10.56 - 10.68",200,1600,24261,100,"3:49pm - <b>10.65</b>","Blackrock MuniVest Fund, Inc. C"
"MXC",3.53,3.30,"3.34 - 3.71",300,100,15717,100,"3:27pm - <b>3.71</b>","Mexco Energy Corporation Common"
"MZA",16.93,16.78,"16.78 - 17.00",500,800,18150,100,"3:51pm - <b>16.78</b>","Blackrock MuniYield Arizona Fun"
"NAK",0.7589,0.7570,"0.7402 - 0.8199",100,500,533269,100,"3:51pm - <b>0.7626</b>","Northern Dynasty Minerals, Ltd."
"NAVB",0.8945,0.8812,"0.8500 - 0.9311",300,300,1165670,600,"3:49pm - <b>0.8945</b>","Navidea Biopharmaceuticals, Inc"
"NBH",17.05,17.02,"16.99 - 17.05",1200,1300,18711,100,"3:49pm - <b>17.05</b>","Neuberger Berman Intermediate M"
"NBO",14.47,14.36,"14.32 - 14.44",400,100,8472,100,"1:27pm - <b>14.37</b>","Neuberger Berman New York Inter"
"NBW",16.96,16.85,"16.60 - 16.96",200,300,9154,100,"3:32pm - <b>16.86</b>","Neuberger Berman California Int"
"NBY",3.69,3.57,"3.56 - 3.69",200,100,14575,100,"3:50pm - <b>3.64</b>","NovaBay Pharmaceuticals, Inc. C"
"NEN",62.06,59.08,"59.07 - 60.57",100,100,1320,100,"3:24pm - <b>60.10</b>","New England Realty Associates L"
"NG",5.490,5.480,"5.470 - 5.600",3000,5800,920920,218,"3:50pm - <b>5.485</b>","Novagold Resources Inc."
"NGD",4.53,4.52,"4.50 - 4.64",19600,1800,3667768,100,"3:51pm - <b>4.53</b>","New Gold Inc."
"NHC",64.76,64.14,"64.54 - 65.55",200,100,7373,100,"3:49pm - <b>64.64</b>","National HealthCare Corporation"
"NHS",11.61,11.60,"11.60 - 11.72",300,1500,80996,100,"3:51pm - <b>11.61</b>","Neuberger Berman High Yield Str"
