Symbol,Ask,Bid,Range,AskSize,BidSize,Volume,LastTradeSize,LastTradeWithTime,Name
"KIQ",1.00,0.99,"0.97 - 1.00",500,600,35925,300,"4:00pm - <b>0.97</b>","Kelso Technologies Inc Ordinary"
"KLDX",5.45,5.44,"5.43 - 5.74",800,2600,236069,1520,"4:00pm - <b>5.45</b>","Klondex Mines Ltd. Common Stock"
"LAQ",21.05,20.69,"20.84 - 21.12",200,300,2588,17,"4:00pm - <b>21.11</b>","Aberdeen Latin America Equity F"
"LBY",17.30,17.28,"17.03 - 17.46",200,200,38821,6477,"4:02pm - <b>17.29</b>","Libbey, Inc. Common Stock"
"LEI",3.45,3.43,"3.40 - 3.49",1000,900,15465,100,"4:00pm - <b>3.40</b>","Lucas Energy, Inc. Common Stock"
"LEU",3.80,3.73,"3.70 - 3.81",100,200,9118,100,"3:59pm - <b>3.81</b>","Centrus Energy Corp. Class A Co"
"LGL",4.25,3.86,N/A,100,100,59,N/A,"3:59pm - <b>4.05</b>","LGL Group, Inc. (The) Common St"
"LIQT",0.810,0.780,"0.780 - 0.808",100,300,2100,100,"4:00pm - <b>0.808</b>","LiqTech International, Inc. Com"
"LNG",42.93,42.92,"42.56 - 44.04",600,500,1490505,63822,"4:00pm - <b>42.90</b>","Cheniere Energy, Inc. Common St"
"LODE",0.3565,0.3561,"0.3560 - 0.3699",400,1300,246579,100,"4:00pm - <b>0.3561</b>","Comstock Mining, Inc. Common St"
"LOV",1.65,1.63,"1.63 - 1.69",1100,1600,33637,100,"4:00pm - <b>1.69</b>","Spark Networks, Inc. Common Sto"
"LTS",2.20,2.19,"2.09 - 2.22",15400,14600,145874,29480,"4:00pm - <b>2.19</b>","Ladenburg Thalmann Financial Se"
"LTS-A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"MAB",15.1900,15.1400,"15.1900 - 15.3200",100,500,541,341,"3:08pm - <b>15.2999</b>","Eaton Vance Massachusetts Munic"
"MAG",15.41,14.02,"15.37 - 16.35",300,100,106868,741,"4:00pm - <b>15.41</b>","MAG Silver Corporation Ordinary"
"MCF",9.07,9.06,"9.00 - 9.34",2200,1000,84014,10672,"4:01pm - <b>9.06</b>","Contango Oil & Gas Company Comm"
"MCZ",0.2150,0.2110,"0.2100 - 0.2305",8200,1700,163561,300,"4:02pm - <b>0.2126</b>","Mad Catz Interactive Inc Common"
"MDGN",5.58,5.55,"5.39 - 5.61",200,200,117548,9084,"4:01pm - <b>5.60</b>","Medgenics, Inc. Common Stock"
"MGH",0.286,0.280,"0.270 - 0.290",500,7000,128732,200,"4:01pm - <b>0.286</b>","Minco Gold Corporation Common S"
"MGT",2.03,2.02,"1.97 - 2.28",600,11500,1494736,28794,"4:01pm - <b>2.01</b>","MGT Capital Investments Inc Com"
"MHE",14.740,14.590,"14.628 - 14.628",600,200,1792,896,"2:14pm - <b>14.628</b>","BlackRock Massachusetts Tax-Exe"
"MHH",7.75,7.55,"7.61 - 7.75",1900,2000,1627,100,"3:55pm - <b>7.69</b>","Mastech Digital, Inc Common Sto"
"MIW",15.510,N/A,N/A,800,N/A,0,N/A,"11:44am - <b>15.419</b>","Eaton Vance Michigan Municipal "
"MJCO",4.90,4.86,"4.86 - 5.00",200,500,5920,1611,"4:00pm - <b>4.87</b>","Majesco Common Stock"
"MLSS",2.05,2.02,"1.98 - 2.11",700,100,24966,100,"4:00pm - <b>2.00</b>","Milestone Scientific, Inc. Comm"
"MMV",15.12,14.88,"15.13 - 15.13",800,100,384,147,"11:07am - <b>15.13</b>","Eaton Vance Massachusetts Munic"
"MOC",N/A,N/A,"2.80 - 2.82",N/A,N/A,1295,100,"3:58pm - <b>2.80</b>","Command Security Corporation Co"
