Symbol,Ask,Bid,Range,AskSize,BidSize,Volume,LastTradeSize,LastTradeWithTime,Name
"KIQ",1.00,0.99,"0.97 - 1.00",500,600,35425,300,"3:11pm - <b>0.97</b>","Kelso Technologies Inc Ordinary"
"KLDX",5.46,5.45,"5.43 - 5.74",800,400,214570,100,"3:38pm - <b>5.46</b>","Klondex Mines Ltd. Common Stock"
"LAQ",21.050,20.900,"20.880 - 21.120",800,500,1856,500,"3:08pm - <b>20.936</b>","Aberdeen Latin America Equity F"
"LBY",17.37,17.33,"17.03 - 17.46",300,100,19179,100,"3:37pm - <b>17.36</b>","Libbey, Inc. Common Stock"
"LEI",3.45,3.43,"3.40 - 3.49",1000,900,13465,550,"3:37pm - <b>3.44</b>","Lucas Energy, Inc. Common Stock"
"LEU",3.780,3.740,"3.700 - 3.810",500,200,8617,283,"3:35pm - <b>3.774</b>","Centrus Energy Corp. Class A Co"
"LGL",4.25,3.86,N/A,100,100,59,N/A,"3:59pm - <b>4.05</b>","LGL Group, Inc. (The) Common St"
"LIQT",0.810,0.780,"0.790 - 0.808",100,300,1800,100,"10:13am - <b>0.808</b>","LiqTech International, Inc. Com"
"LNG",42.930,42.920,"42.560 - 44.040",400,700,1200139,300,"3:38pm - <b>42.925</b>","Cheniere Energy, Inc. Common St"
"LODE",0.3565,0.3561,"0.3560 - 0.3699",400,2400,216797,100,"3:36pm - <b>0.3561</b>","Comstock Mining, Inc. Common St"
"LOV",1.65,1.63,"1.63 - 1.69",1100,1600,30129,100,"3:33pm - <b>1.66</b>","Spark Networks, Inc. Common Sto"
"LTS",2.20,2.19,"2.09 - 2.22",400,700,109450,100,"3:36pm - <b>2.19</b>","Ladenburg Thalmann Financial Se"
"LTS-A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"MAB",15.1900,15.1400,"15.1900 - 15.3200",100,500,541,341,"3:08pm - <b>15.2999</b>","Eaton Vance Massachusetts Munic"
"MAG",15.45,15.43,"15.37 - 16.35",400,600,92691,100,"3:37pm - <b>15.44</b>","MAG Silver Corporation Ordinary"
"MCF",9.08,9.05,"9.00 - 9.34",400,400,57562,200,"3:37pm - <b>9.08</b>","Contango Oil & Gas Company Comm"
"MCZ",0.2200,0.2181,"0.2100 - 0.2305",400,200,153056,200,"3:37pm - <b>0.2122</b>","Mad Catz Interactive Inc Common"
"MDGN",5.58,5.55,"5.39 - 5.60",200,200,75723,100,"3:38pm - <b>5.57</b>","Medgenics, Inc. Common Stock"
"MGH",0.2862,0.2800,"0.2752 - 0.2899",500,7000,128241,1400,"3:31pm - <b>0.2851</b>","Minco Gold Corporation Common S"
"MGT",2.0600,2.0500,"1.9700 - 2.2800",700,500,1307438,485,"3:37pm - <b>2.0464</b>","MGT Capital Investments Inc Com"
"MHE",14.740,14.590,"14.628 - 14.628",600,200,896,896,"2:14pm - <b>14.628</b>","BlackRock Massachusetts Tax-Exe"
