Symbol,Ask,Bid,Range,AskSize,BidSize,Volume,LastTradeSize,LastTradeWithTime,Name
"KIQ",0.999,0.990,"0.970 - 0.999",500,600,35125,300,"2:39pm - <b>0.979</b>","Kelso Technologies Inc Ordinary"
"KLDX",5.45,5.43,"5.43 - 5.74",1300,1400,204094,100,"2:53pm - <b>5.45</b>","Klondex Mines Ltd. Common Stock"
"LAQ",21.05,20.89,"20.88 - 21.12",800,500,1356,200,"1:36pm - <b>21.10</b>","Aberdeen Latin America Equity F"
"LBY",17.37,17.32,"17.03 - 17.46",100,100,15784,100,"2:53pm - <b>17.36</b>","Libbey, Inc. Common Stock"
"LEI",3.44,3.43,"3.40 - 3.49",100,100,11799,100,"2:27pm - <b>3.45</b>","Lucas Energy, Inc. Common Stock"
"LEU",3.78,3.74,"3.70 - 3.81",500,200,8133,100,"1:58pm - <b>3.79</b>","Centrus Energy Corp. Class A Co"
"LGL",4.25,3.86,N/A,100,100,57,N/A,"3:59pm - <b>4.05</b>","LGL Group, Inc. (The) Common St"
"LIQT",0.810,0.780,"0.790 - 0.808",100,300,1800,100,"10:13am - <b>0.808</b>","LiqTech International, Inc. Com"
"LNG",42.70,42.69,"42.56 - 44.04",200,300,998351,100,"2:53pm - <b>42.69</b>","Cheniere Energy, Inc. Common St"
"LODE",0.3567,0.3564,"0.3560 - 0.3699",100,600,187302,100,"2:43pm - <b>0.3567</b>","Comstock Mining, Inc. Common St"
"LOV",1.65,1.63,"1.63 - 1.69",1100,1600,22017,100,"2:40pm - <b>1.64</b>","Spark Networks, Inc. Common Sto"
"LTS",2.20,2.19,"2.09 - 2.22",400,700,107384,700,"2:47pm - <b>2.20</b>","Ladenburg Thalmann Financial Se"
"LTS-A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"MAB",15.19,15.14,"15.19 - 15.32",100,500,200,100,"10:59am - <b>15.32</b>","Eaton Vance Massachusetts Munic"
"MAG",15.41,15.39,"15.37 - 16.35",300,200,87994,100,"2:53pm - <b>15.44</b>","MAG Silver Corporation Ordinary"
"MCF",9.03,9.01,"9.00 - 9.34",200,300,53643,300,"2:53pm - <b>9.02</b>","Contango Oil & Gas Company Comm"
"MCZ",0.220,0.218,"0.210 - 0.230",400,200,113856,3900,"2:43pm - <b>0.227</b>","Mad Catz Interactive Inc Common"
"MDGN",5.4900,5.4700,"5.3900 - 5.5800",200,200,53722,100,"2:47pm - <b>5.4925</b>","Medgenics, Inc. Common Stock"
"MGH",0.286,0.280,"0.280 - 0.290",500,7000,119865,100,"2:32pm - <b>0.281</b>","Minco Gold Corporation Common S"
"MGT",2.12,2.11,"1.97 - 2.28",8800,600,1161821,100,"2:54pm - <b>2.11</b>","MGT Capital Investments Inc Com"
"MHE",14.740,14.600,"14.628 - 14.628",600,200,896,896,"2:14pm - <b>14.628</b>","BlackRock Massachusetts Tax-Exe"
"MHH",7.75,7.55,"7.61 - 7.75",1500,2000,600,200,"10:40am - <b>7.71</b>","Mastech Digital, Inc Common Sto"
"MIW",15.510,N/A,N/A,800,N/A,0,N/A,"11:44am - <b>15.419</b>","Eaton Vance Michigan Municipal "
"MJCO",4.97,4.86,"4.86 - 5.00",300,300,2163,100,"2:53pm - <b>4.86</b>","Majesco Common Stock"
"MLSS",2.00,1.99,"1.98 - 2.11",2900,1200,13962,300,"2:35pm - <b>1.99</b>","Milestone Scientific, Inc. Comm"
"MMV",15.15,N/A,"15.13 - 15.13",900,N/A,384,147,"11:07am - <b>15.13</b>","Eaton Vance Massachusetts Munic"
"MOC",N/A,N/A,"2.80 - 2.82",N/A,N/A,664,100,"10:29am - <b>2.81</b>","Command Security Corporation Co"
"MSN",1.0600,1.0200,"1.0301 - 1.0700",100,500,5485,936,"2:37pm - <b>1.0599</b>","Emerson Radio Corporation Commo"
"MSTX",0.123,0.119,"0.115 - 0.137",100,37500,22743009,50000,"2:53pm - <b>0.123</b>","Mast Therapeutics, Inc. Common "
"MVF",10.630,10.590,"10.560 - 10.680",200,1600,16405,150,"2:40pm - <b>10.672</b>","Blackrock MuniVest Fund, Inc. C"
"MXC",3.53,3.30,"3.34 - 3.51",300,100,15417,100,"2:52pm - <b>3.48</b>","Mexco Energy Corporation Common"
"MZA",16.82,16.80,"16.80 - 17.00",100,100,17150,100,"2:53pm - <b>16.80</b>","Blackrock MuniYield Arizona Fun"
"NAK",0.760,0.760,"0.740 - 0.820",100,300,435474,200,"2:53pm - <b>0.745</b>","Northern Dynasty Minerals, Ltd."
"NAVB",0.889,0.880,"0.850 - 0.931",6000,600,1049221,100,"2:52pm - <b>0.876</b>","Navidea Biopharmaceuticals, Inc"
"NBH",17.03,17.00,"16.99 - 17.05",400,100,15946,100,"2:33pm - <b>17.05</b>","Neuberger Berman Intermediate M"
"NBO",14.51,14.41,"14.32 - 14.44",500,200,8472,100,"1:27pm - <b>14.37</b>","Neuberger Berman New York Inter"
"NBW",16.96,16.85,"16.60 - 16.96",200,300,5203,100,"2:53pm - <b>16.86</b>","Neuberger Berman California Int"
