Symbol,Ask,Bid,Range,AskSize,BidSize,Volume,LastTradeSize,LastTradeWithTime,Name
"USSD",25.8500,25.6400,N/A,6000,100,0,N/A,"8:00pm - <b>25.5087</b>","WisdomTree Strong Dollar U.S. E"
"UST",63.54,63.48,"63.38 - 63.52",200,100,2512,401,"2:41pm - <b>63.52</b>","ProShares Ultra 7-10 Year Treas"
"USV",26.2200,25.6300,"25.6915 - 25.6915",100,100,620,620,"2:27pm - <b>25.6915</b>","E-TRACS USB Bloomberg Commodity"
"USWD",25.42,25.24,N/A,5000,100,0,N/A,"8:00pm - <b>25.28</b>","WisdomTree Weak Dollar U.S. Equ"
"UUP",24.62,24.61,"24.58 - 24.63",59400,92200,300771,100,"2:57pm - <b>24.62</b>","PowerShares DB USD Index Bullis"
"UVXY",18.25,18.24,"17.51 - 18.66",800,1800,26330149,100,"2:57pm - <b>18.25</b>","ProShares Trust Ultra VIX Short"
"UWM",94.07,94.04,"93.63 - 94.76",400,400,79057,100,"2:50pm - <b>93.81</b>","ProShares Ultra Russell2000"
"UWTI",21.07,21.05,"20.44 - 21.75",900,8100,12634067,100,"2:58pm - <b>21.07</b>","VelocityShares 3X Long Crude ET"
"UXI",42.70,42.41,"42.42 - 42.42",300,1100,135,100,"10:20am - <b>42.42</b>","ProShares Ultra Industrials"
"UYG",72.04,72.00,"71.83 - 72.98",400,1100,26138,100,"2:55pm - <b>72.05</b>","ProShares Ultra Financials"
"UYM",43.030,42.870,"42.956 - 43.019",500,100,453,300,"2:35pm - <b>42.956</b>","ProShares Ultra Basic Materials"
"VAMO",23.2200,23.0300,"23.1432 - 23.2299",2000,100,474,335,"1:50pm - <b>23.2299</b>","Cambria ETF Trust Cambria Value"
"VAW",105.5200,105.4700,"105.4000 - 106.0600",800,800,64406,117,"2:57pm - <b>105.4681</b>","Vanguard Materials ETF - DNQ"
"VB",121.630,121.600,"121.429 - 122.020",200,300,510681,100,"2:56pm - <b>121.614</b>","Vanguard Small-Cap ETF - DNQ"
"VBK",131.64,131.59,"131.49 - 132.13",300,600,101978,100,"2:57pm - <b>131.69</b>","Vanguard Small-Cap Growth ETF -"
"VBR",109.740,109.700,"109.510 - 110.160",400,400,223104,300,"2:56pm - <b>109.796</b>","Vanguard Small-Cap Value ETF - "
"VCR",124.2300,124.2200,"124.1200 - 125.1190",300,100,63491,700,"2:57pm - <b>124.2246</b>","Vanguard Consumer Discretion ET"
"VDC",136.06,136.02,"135.94 - 136.81",1100,300,152984,100,"2:57pm - <b>136.03</b>","Vanguard Consumer Staples ETF -"
"VDE",92.9200,92.8900,"92.8188 - 93.9300",1300,800,236636,217,"2:57pm - <b>92.8609</b>","Vanguard Energy ETF"
"VEA",37.10,37.09,"37.07 - 37.21",39700,25600,6930712,424,"2:58pm - <b>37.09</b>","Vanguard FTSE Developed Markets"
"VEGA",27.2900,27.1800,"27.1401 - 27.2100",100,2700,346,100,"2:49pm - <b>27.1401</b>","AdvisorShares STAR Global Buy-W"
"VEGI",23.76,23.56,"23.66 - 23.73",700,400,1619,100,"2:51pm - <b>23.66</b>","iShares MSCI Agriculture Produc"
"VEU",45.060,45.050,"45.024 - 45.190",11600,5500,1063878,200,"2:57pm - <b>45.055</b>","Vanguard FTSE All World Ex US E"
"VFH",48.7200,48.7100,"48.6500 - 49.1834",5500,200,646035,122,"2:56pm - <b>48.7234</b>","Vanguard Financials ETF - DNQ"
"VGK",48.390,48.380,"48.310 - 48.520",5900,21000,1363597,200,"2:58pm - <b>48.385</b>","Vanguard FTSEEuropean ETF"
